G1;G2;|G1|;|G2|;Coeff Vars;Coeff Lits;
 [f('$VAR'(7)),f('$VAR'(7)),g('$VAR'(5),'$VAR'(10)),g('$VAR'(2),'$VAR'(2)),h('$VAR'(8),'$VAR'(1),'$VAR'(9))]; [h('$VAR'(12),R,'$VAR'(12)),f('$VAR'(17)),f('$VAR'(14)),h('$VAR'(14),'$VAR'(13),'$VAR'(16)),f('$VAR'(15)),f('$VAR'(17)),i('$VAR'(12),R),g('$VAR'(11),'$VAR'(12))];5;8;5040;12;
 [h('$VAR'(5),'$VAR'(6),'$VAR'(9)),g('$VAR'(8),'$VAR'(10)),g('$VAR'(4),'$VAR'(5)),h('$VAR'(4),'$VAR'(2),'$VAR'(8)),f('$VAR'(4))]; [g('$VAR'(15),'$VAR'(11)),h('$VAR'(17),R,'$VAR'(13)),i('$VAR'(12),'$VAR'(11)),i('$VAR'(11),'$VAR'(11)),h('$VAR'(13),'$VAR'(14),'$VAR'(12)),i('$VAR'(13),'$VAR'(16)),f('$VAR'(11)),f('$VAR'(14)),f('$VAR'(14))];5;9;5040;12;
 [f('$VAR'(3)),f('$VAR'(7)),f('$VAR'(5)),f('$VAR'(8)),f('$VAR'(3)),i('$VAR'(7),'$VAR'(3)),f('$VAR'(5)),f('$VAR'(3)),g('$VAR'(4),'$VAR'(8)),i('$VAR'(8),'$VAR'(3)),h('$VAR'(1),'$VAR'(2),'$VAR'(8)),f('$VAR'(1)),f('$VAR'(8))]; [i('$VAR'(12),'$VAR'(17)),g('$VAR'(13),'$VAR'(16)),g('$VAR'(15),'$VAR'(15)),i('$VAR'(14),'$VAR'(13)),g('$VAR'(11),'$VAR'(13)),h('$VAR'(13),'$VAR'(15),'$VAR'(14)),g('$VAR'(11),'$VAR'(17)),h('$VAR'(13),'$VAR'(15),'$VAR'(11))];13;8;5040;12;
 [i('$VAR'(4),'$VAR'(6)),f('$VAR'(8)),h('$VAR'(7),'$VAR'(9),'$VAR'(4)),i('$VAR'(6),'$VAR'(5)),i('$VAR'(2),'$VAR'(10)),h('$VAR'(2),'$VAR'(1),'$VAR'(4)),g('$VAR'(1),'$VAR'(2)),f('$VAR'(8)),i('$VAR'(5),'$VAR'(8)),i('$VAR'(2),'$VAR'(10)),f('$VAR'(9)),f('$VAR'(10)),f('$VAR'(5)),i('$VAR'(5),'$VAR'(2)),g('$VAR'(4),'$VAR'(8)),i('$VAR'(10),'$VAR'(3)),g('$VAR'(1),'$VAR'(7)),f('$VAR'(6))]; [h('$VAR'(15),'$VAR'(11),'$VAR'(12)),g('$VAR'(14),'$VAR'(14)),f('$VAR'(13))];18;3;3024;12;
 [f('$VAR'(2)),h('$VAR'(7),'$VAR'(10),'$VAR'(8)),g('$VAR'(10),'$VAR'(9)),f('$VAR'(7)),f('$VAR'(4)),g('$VAR'(5),'$VAR'(10)),g('$VAR'(3),'$VAR'(1)),h('$VAR'(9),'$VAR'(7),'$VAR'(9)),h('$VAR'(3),'$VAR'(4),'$VAR'(5)),i('$VAR'(10),'$VAR'(4)),h('$VAR'(1),'$VAR'(3),'$VAR'(7)),g('$VAR'(8),'$VAR'(8)),g('$VAR'(8),'$VAR'(1)),i('$VAR'(1),'$VAR'(5))]; [f('$VAR'(13)),f('$VAR'(14)),i('$VAR'(12),'$VAR'(11)),g('$VAR'(15),'$VAR'(15))];14;4;2520;12;
 [g('$VAR'(9),'$VAR'(8)),g('$VAR'(10),'$VAR'(3)),f('$VAR'(7)),g('$VAR'(6),'$VAR'(5)),g('$VAR'(1),'$VAR'(10)),i('$VAR'(9),'$VAR'(1)),i('$VAR'(5),'$VAR'(10)),g('$VAR'(7),'$VAR'(1)),f('$VAR'(5)),h('$VAR'(3),'$VAR'(10),'$VAR'(3)),h('$VAR'(4),'$VAR'(5),'$VAR'(10)),f('$VAR'(1)),h('$VAR'(10),'$VAR'(4),'$VAR'(1)),h('$VAR'(9),'$VAR'(9),'$VAR'(1)),h('$VAR'(4),'$VAR'(2),'$VAR'(5)),h('$VAR'(9),'$VAR'(3),'$VAR'(2)),i('$VAR'(3),'$VAR'(4))]; [h('$VAR'(14),'$VAR'(11),'$VAR'(13)),f('$VAR'(12))];17;2;1680;12;
 [f('$VAR'(1)),h('$VAR'(4),'$VAR'(8),'$VAR'(3)),f('$VAR'(6)),i('$VAR'(1),'$VAR'(8)),g('$VAR'(1),'$VAR'(4)),h('$VAR'(3),'$VAR'(6),'$VAR'(10))]; [f('$VAR'(17)),g('$VAR'(16),'$VAR'(15)),g('$VAR'(13),'$VAR'(12)),i('$VAR'(11),'$VAR'(17)),i('$VAR'(17),'$VAR'(14)),g('$VAR'(17),R)];6;6;1680;12;
 [g('$VAR'(5),'$VAR'(3)),i('$VAR'(4),'$VAR'(8))]; [f(T),f(S),i(S,R),g(S,S),g('$VAR'(13),R),i('$VAR'(16),'$VAR'(13)),i(S,'$VAR'(16)),h('$VAR'(15),'$VAR'(16),T),h('$VAR'(12),'$VAR'(15),'$VAR'(13)),f('$VAR'(16)),h(R,'$VAR'(12),'$VAR'(14)),h('$VAR'(11),'$VAR'(17),'$VAR'(15)),f('$VAR'(14)),g('$VAR'(16),T),h('$VAR'(16),R,T),i('$VAR'(12),'$VAR'(14)),g(R,'$VAR'(15))];2;17;1680;12;
 [i('$VAR'(4),'$VAR'(5)),f('$VAR'(9)),i('$VAR'(2),'$VAR'(3)),h('$VAR'(7),'$VAR'(8),'$VAR'(8)),i('$VAR'(8),'$VAR'(10)),i('$VAR'(5),'$VAR'(9)),i('$VAR'(3),'$VAR'(1)),h('$VAR'(10),'$VAR'(7),'$VAR'(10)),i('$VAR'(5),'$VAR'(4))]; [g('$VAR'(13),'$VAR'(16)),f('$VAR'(11)),h(R,'$VAR'(14),'$VAR'(13)),i(S,'$VAR'(15)),g(R,'$VAR'(12)),g(S,'$VAR'(17)),f(R),g('$VAR'(13),'$VAR'(12))];9;8;1680;12;
 [f('$VAR'(4)),g('$VAR'(2),'$VAR'(3)),g('$VAR'(5),'$VAR'(5)),g('$VAR'(3),'$VAR'(3)),i('$VAR'(9),'$VAR'(5))]; [i('$VAR'(14),'$VAR'(13)),g('$VAR'(17),'$VAR'(11)),h('$VAR'(14),S,'$VAR'(13)),h('$VAR'(14),'$VAR'(11),'$VAR'(12)),g('$VAR'(13),'$VAR'(16)),g('$VAR'(12),'$VAR'(16)),i('$VAR'(11),'$VAR'(14)),h(S,'$VAR'(13),R),h(S,'$VAR'(15),'$VAR'(15)),g('$VAR'(16),'$VAR'(12)),i(R,'$VAR'(17))];5;11;840;12;
 [g('$VAR'(1),'$VAR'(4)),g('$VAR'(5),'$VAR'(7)),g('$VAR'(4),'$VAR'(8)),g('$VAR'(2),'$VAR'(3))]; [i(R,S),h('$VAR'(15),S,S),h(S,'$VAR'(12),'$VAR'(15)),g('$VAR'(14),'$VAR'(14)),f(S),g('$VAR'(16),'$VAR'(17)),f('$VAR'(15)),h(T,T,T),i(S,T),i('$VAR'(13),'$VAR'(11)),h('$VAR'(17),R,'$VAR'(12)),g('$VAR'(13),'$VAR'(11))];4;12;840;12;
 [i('$VAR'(4),'$VAR'(1)),i('$VAR'(10),'$VAR'(2))]; [h('$VAR'(14),'$VAR'(13),'$VAR'(16)),i('$VAR'(14),'$VAR'(13)),g('$VAR'(12),'$VAR'(15)),g('$VAR'(16),'$VAR'(12)),i(T,'$VAR'(12)),g('$VAR'(12),'$VAR'(13)),g(R,'$VAR'(15)),g('$VAR'(15),'$VAR'(15)),f('$VAR'(15)),g('$VAR'(17),R),i('$VAR'(17),S),f('$VAR'(11)),f('$VAR'(13)),f('$VAR'(15)),h('$VAR'(13),'$VAR'(13),'$VAR'(13)),i('$VAR'(11),'$VAR'(17))];2;16;840;12;
 [i('$VAR'(10),'$VAR'(7)),h('$VAR'(5),'$VAR'(1),'$VAR'(3)),i('$VAR'(10),'$VAR'(2)),i('$VAR'(3),'$VAR'(1)),f('$VAR'(8)),h('$VAR'(5),'$VAR'(7),'$VAR'(9)),i('$VAR'(10),'$VAR'(2))]; [g('$VAR'(16),S),g(R,'$VAR'(12)),i('$VAR'(15),'$VAR'(13)),g('$VAR'(11),'$VAR'(11)),i(S,'$VAR'(17)),h('$VAR'(16),'$VAR'(15),'$VAR'(15)),g('$VAR'(13),'$VAR'(16)),f('$VAR'(14))];7;8;720;12;
 [h('$VAR'(3),'$VAR'(8),'$VAR'(8)),f('$VAR'(9)),g('$VAR'(3),'$VAR'(10)),i('$VAR'(10),'$VAR'(6)),g('$VAR'(3),'$VAR'(8)),g('$VAR'(7),'$VAR'(1)),f('$VAR'(1))]; [h('$VAR'(16),'$VAR'(11),'$VAR'(14)),h('$VAR'(16),'$VAR'(15),'$VAR'(14)),h('$VAR'(14),S,'$VAR'(13)),g('$VAR'(12),'$VAR'(13)),h('$VAR'(13),'$VAR'(16),R),h(S,'$VAR'(16),'$VAR'(12)),g('$VAR'(12),'$VAR'(17)),g('$VAR'(12),'$VAR'(15)),h(S,R,'$VAR'(14)),f('$VAR'(16)),f(R)];7;11;720;12;
 [i('$VAR'(7),'$VAR'(2)),i('$VAR'(4),'$VAR'(2)),f('$VAR'(4)),g('$VAR'(3),'$VAR'(6)),f('$VAR'(8))]; [f('$VAR'(13)),i('$VAR'(12),'$VAR'(17)),g('$VAR'(13),'$VAR'(13)),f('$VAR'(17)),h('$VAR'(16),'$VAR'(11),'$VAR'(15)),g('$VAR'(16),'$VAR'(17)),i('$VAR'(17),'$VAR'(14)),f(R)];5;8;720;12;
 [i('$VAR'(8),'$VAR'(1)),i('$VAR'(5),'$VAR'(2)),i('$VAR'(4),'$VAR'(10)),g('$VAR'(4),'$VAR'(7)),f('$VAR'(3)),g('$VAR'(9),'$VAR'(2))]; [i('$VAR'(15),'$VAR'(15)),g('$VAR'(12),'$VAR'(16)),g('$VAR'(11),'$VAR'(15)),f('$VAR'(13)),g('$VAR'(15),'$VAR'(11)),g('$VAR'(15),'$VAR'(15)),g('$VAR'(14),'$VAR'(16))];6;7;720;12;
 [i('$VAR'(9),'$VAR'(9)),h('$VAR'(10),'$VAR'(8),'$VAR'(4)),f('$VAR'(10)),i('$VAR'(2),'$VAR'(1)),f('$VAR'(5)),i('$VAR'(4),'$VAR'(9))]; [i('$VAR'(12),'$VAR'(13)),g('$VAR'(13),'$VAR'(14)),f('$VAR'(12)),f('$VAR'(11)),f('$VAR'(14))];6;5;360;12;
 [g('$VAR'(5),'$VAR'(2)),g('$VAR'(1),'$VAR'(9))]; [i('$VAR'(15),'$VAR'(14)),g('$VAR'(16),'$VAR'(14)),h('$VAR'(17),S,'$VAR'(16)),g('$VAR'(16),R),h(R,S,'$VAR'(16)),g('$VAR'(11),'$VAR'(12)),f('$VAR'(16)),f('$VAR'(13)),i(S,R),h('$VAR'(12),'$VAR'(14),'$VAR'(14)),g('$VAR'(14),R),i('$VAR'(13),S),i('$VAR'(14),S)];2;13;120;12;
 [h('$VAR'(5),'$VAR'(8),'$VAR'(6)),f('$VAR'(5)),f('$VAR'(1)),h('$VAR'(1),'$VAR'(8),'$VAR'(10)),f('$VAR'(7)),h('$VAR'(7),'$VAR'(9),'$VAR'(3)),g('$VAR'(9),'$VAR'(7)),h('$VAR'(5),'$VAR'(10),'$VAR'(4)),i('$VAR'(8),'$VAR'(7))]; [g('$VAR'(12),'$VAR'(11)),g('$VAR'(15),'$VAR'(15)),g('$VAR'(13),'$VAR'(12)),g('$VAR'(14),'$VAR'(16)),g('$VAR'(14),'$VAR'(12)),f('$VAR'(16)),i('$VAR'(12),'$VAR'(13)),i('$VAR'(17),'$VAR'(17))];9;8;120;12;
 [i('$VAR'(4),'$VAR'(3)),g('$VAR'(3),'$VAR'(2)),f('$VAR'(2)),f('$VAR'(2)),i('$VAR'(8),'$VAR'(1)),g('$VAR'(1),'$VAR'(5)),f('$VAR'(6)),h('$VAR'(6),'$VAR'(6),'$VAR'(9)),i('$VAR'(4),'$VAR'(10)),g('$VAR'(6),'$VAR'(1)),f('$VAR'(6)),h('$VAR'(10),'$VAR'(9),'$VAR'(6)),h('$VAR'(7),'$VAR'(7),'$VAR'(8)),h('$VAR'(6),'$VAR'(9),'$VAR'(2))]; [f('$VAR'(12)),g('$VAR'(13),'$VAR'(11))];14;2;60;12;
 [i('$VAR'(4),'$VAR'(10)),i('$VAR'(10),'$VAR'(8))]; [i('$VAR'(17),'$VAR'(15)),h('$VAR'(14),'$VAR'(11),'$VAR'(12)),g('$VAR'(11),'$VAR'(16)),i('$VAR'(13),'$VAR'(17)),i('$VAR'(13),'$VAR'(11)),g('$VAR'(14),'$VAR'(13)),i('$VAR'(17),'$VAR'(13))];2;7;24;12;
 [h('$VAR'(1),'$VAR'(1),'$VAR'(4)),f('$VAR'(2)),i('$VAR'(5),'$VAR'(3)),f('$VAR'(2)),i('$VAR'(8),'$VAR'(3)),i('$VAR'(8),'$VAR'(3)),i('$VAR'(2),'$VAR'(1)),i('$VAR'(4),'$VAR'(6)),g('$VAR'(6),'$VAR'(7)),g('$VAR'(2),'$VAR'(10))]; [g('$VAR'(13),'$VAR'(11)),f('$VAR'(13)),h('$VAR'(14),'$VAR'(13),'$VAR'(15)),f('$VAR'(15)),f('$VAR'(12))];10;5;24;12;
 [f('$VAR'(2)),g('$VAR'(4),'$VAR'(2)),f('$VAR'(2)),h('$VAR'(3),'$VAR'(2),'$VAR'(2)),h('$VAR'(5),'$VAR'(7),'$VAR'(8))]; [h('$VAR'(11),'$VAR'(15),'$VAR'(11)),f('$VAR'(14)),i('$VAR'(16),'$VAR'(16)),i('$VAR'(17),'$VAR'(13)),h('$VAR'(13),'$VAR'(16),'$VAR'(13)),i('$VAR'(17),'$VAR'(14)),f(R),g('$VAR'(13),'$VAR'(15)),f('$VAR'(17)),i('$VAR'(13),'$VAR'(12)),f('$VAR'(17))];5;11;20;12;
 [f('$VAR'(7)),h('$VAR'(1),'$VAR'(2),'$VAR'(1)),f('$VAR'(8))]; [f('$VAR'(17)),h(R,'$VAR'(13),'$VAR'(17)),h('$VAR'(16),'$VAR'(14),'$VAR'(12)),h(R,'$VAR'(12),'$VAR'(13)),f('$VAR'(15)),h(S,'$VAR'(13),'$VAR'(13)),h('$VAR'(17),'$VAR'(11),'$VAR'(14)),g(R,R),i(S,'$VAR'(17)),g('$VAR'(16),'$VAR'(11)),i('$VAR'(13),'$VAR'(11)),f('$VAR'(14)),f('$VAR'(17)),i('$VAR'(14),'$VAR'(16))];3;14;6;12;
 [i('$VAR'(7),'$VAR'(5)),h('$VAR'(8),'$VAR'(8),'$VAR'(9)),f('$VAR'(1)),f('$VAR'(3)),h('$VAR'(9),'$VAR'(7),'$VAR'(4)),g('$VAR'(10),'$VAR'(10))]; [g('$VAR'(17),'$VAR'(16)),h('$VAR'(11),'$VAR'(11),'$VAR'(12)),h(R,'$VAR'(16),'$VAR'(15)),g('$VAR'(11),'$VAR'(15)),g(R,S),g('$VAR'(13),S),i(S,T),i('$VAR'(13),'$VAR'(11)),i('$VAR'(13),'$VAR'(16)),i(S,S),i('$VAR'(12),'$VAR'(14)),f(T),i('$VAR'(13),'$VAR'(15)),g('$VAR'(15),'$VAR'(12)),g(T,'$VAR'(14)),f(S)];6;16;181440;10;
 [g('$VAR'(5),'$VAR'(6)),h('$VAR'(7),'$VAR'(3),'$VAR'(10)),f('$VAR'(7))]; [g('$VAR'(17),'$VAR'(12)),f('$VAR'(14)),g('$VAR'(11),'$VAR'(16)),f('$VAR'(11)),f('$VAR'(14)),h('$VAR'(13),'$VAR'(14),'$VAR'(15)),f('$VAR'(11)),f('$VAR'(13))];3;8;2520;10;
 [h('$VAR'(8),'$VAR'(10),'$VAR'(1)),f('$VAR'(3)),h('$VAR'(7),'$VAR'(9),'$VAR'(5))]; [f('$VAR'(12)),i('$VAR'(12),'$VAR'(16)),f('$VAR'(17)),f('$VAR'(13)),f('$VAR'(17)),g('$VAR'(11),'$VAR'(13)),i('$VAR'(13),'$VAR'(13)),h('$VAR'(13),'$VAR'(15),'$VAR'(15)),f('$VAR'(17)),h('$VAR'(14),'$VAR'(11),'$VAR'(17)),h('$VAR'(17),'$VAR'(17),S),g('$VAR'(11),'$VAR'(16)),h('$VAR'(15),'$VAR'(15),'$VAR'(17)),g('$VAR'(13),S),g(R,'$VAR'(14))];3;15;2520;10;
 [h('$VAR'(8),'$VAR'(1),'$VAR'(10)),i('$VAR'(5),'$VAR'(5)),f('$VAR'(6))]; [i('$VAR'(12),'$VAR'(15)),h(S,'$VAR'(16),'$VAR'(17)),i(S,'$VAR'(16)),g('$VAR'(17),R),f('$VAR'(11)),f('$VAR'(16)),g('$VAR'(12),'$VAR'(15)),i('$VAR'(14),S),f(T),g('$VAR'(14),'$VAR'(11)),i('$VAR'(11),'$VAR'(12)),h('$VAR'(11),'$VAR'(14),'$VAR'(13)),f('$VAR'(13)),g(T,T),f('$VAR'(12))];3;15;1680;10;
 [f('$VAR'(8)),f('$VAR'(2)),g('$VAR'(4),'$VAR'(7)),f('$VAR'(6)),f('$VAR'(8)),h('$VAR'(8),'$VAR'(5),'$VAR'(4)),f('$VAR'(2)),i('$VAR'(4),'$VAR'(8)),i('$VAR'(8),'$VAR'(7))]; [h('$VAR'(11),'$VAR'(11),'$VAR'(13)),i('$VAR'(11),'$VAR'(11)),f('$VAR'(15)),i('$VAR'(12),'$VAR'(14))];9;4;60;10;
 [g('$VAR'(2),'$VAR'(8)),i('$VAR'(7),'$VAR'(3))]; [i('$VAR'(14),'$VAR'(17)),f('$VAR'(11)),h('$VAR'(13),'$VAR'(11),'$VAR'(12)),h('$VAR'(16),'$VAR'(13),'$VAR'(17)),i('$VAR'(14),'$VAR'(17)),h('$VAR'(15),'$VAR'(14),'$VAR'(17)),f(S),i('$VAR'(14),'$VAR'(16)),g('$VAR'(11),'$VAR'(12)),i(S,S),f('$VAR'(17)),g(R,'$VAR'(15)),f('$VAR'(12)),h(R,'$VAR'(17),'$VAR'(16)),g('$VAR'(14),'$VAR'(15))];2;15;840;9;
 [h('$VAR'(2),'$VAR'(5),'$VAR'(7)),h('$VAR'(6),'$VAR'(7),'$VAR'(3)),g('$VAR'(6),'$VAR'(6)),f('$VAR'(2)),g('$VAR'(5),'$VAR'(10)),g('$VAR'(3),'$VAR'(6)),g('$VAR'(7),'$VAR'(4))]; [f('$VAR'(11)),i('$VAR'(13),'$VAR'(12)),f('$VAR'(13)),g('$VAR'(15),'$VAR'(11)),f('$VAR'(14)),i('$VAR'(12),'$VAR'(12))];7;6;840;9;
 [g('$VAR'(5),'$VAR'(2)),i('$VAR'(6),'$VAR'(4)),f('$VAR'(9)),i('$VAR'(10),'$VAR'(1)),g('$VAR'(8),'$VAR'(3)),f('$VAR'(10)),f('$VAR'(8)),h('$VAR'(10),'$VAR'(9),'$VAR'(3)),h('$VAR'(6),'$VAR'(4),'$VAR'(2)),g('$VAR'(7),'$VAR'(8)),g('$VAR'(7),'$VAR'(9))]; [h('$VAR'(15),'$VAR'(16),'$VAR'(13)),h('$VAR'(15),'$VAR'(11),'$VAR'(14)),g('$VAR'(11),'$VAR'(12))];11;3;60480;8;
 [g('$VAR'(10),'$VAR'(3)),h('$VAR'(3),'$VAR'(5),'$VAR'(6)),i('$VAR'(6),'$VAR'(7)),f('$VAR'(1)),g('$VAR'(5),'$VAR'(2)),h('$VAR'(9),'$VAR'(2),'$VAR'(10)),g('$VAR'(4),'$VAR'(8)),i('$VAR'(9),'$VAR'(2))]; [i('$VAR'(14),R),f('$VAR'(14)),h('$VAR'(12),'$VAR'(15),'$VAR'(15)),i('$VAR'(17),'$VAR'(11)),f('$VAR'(12)),h('$VAR'(13),'$VAR'(16),R)];8;6;40320;8;
 [f('$VAR'(2)),f('$VAR'(3)),f('$VAR'(7)),f('$VAR'(6)),g('$VAR'(1),'$VAR'(10)),i('$VAR'(7),'$VAR'(10)),g('$VAR'(4),'$VAR'(1)),h('$VAR'(6),'$VAR'(4),'$VAR'(10)),i('$VAR'(10),'$VAR'(2)),h('$VAR'(4),'$VAR'(1),'$VAR'(1)),h('$VAR'(2),'$VAR'(2),'$VAR'(6))]; [h('$VAR'(12),'$VAR'(17),'$VAR'(17)),h(R,S,'$VAR'(17)),i('$VAR'(11),'$VAR'(16)),h('$VAR'(13),'$VAR'(15),'$VAR'(13)),f('$VAR'(14)),i('$VAR'(15),S)];11;6;40320;8;
 [h('$VAR'(7),'$VAR'(2),'$VAR'(9)),i('$VAR'(7),'$VAR'(1)),g('$VAR'(9),'$VAR'(9)),g('$VAR'(8),'$VAR'(3)),i('$VAR'(1),'$VAR'(8)),h('$VAR'(2),'$VAR'(1),'$VAR'(3)),g('$VAR'(5),'$VAR'(1)),i('$VAR'(2),'$VAR'(2)),i('$VAR'(7),'$VAR'(7)),h('$VAR'(8),'$VAR'(3),'$VAR'(3)),f('$VAR'(5)),f('$VAR'(4)),f('$VAR'(3)),h('$VAR'(2),'$VAR'(7),'$VAR'(10)),h('$VAR'(6),'$VAR'(4),'$VAR'(8))]; [g('$VAR'(11),'$VAR'(13)),h('$VAR'(15),'$VAR'(12),'$VAR'(16)),h('$VAR'(11),'$VAR'(14),'$VAR'(11)),g('$VAR'(15),'$VAR'(15))];15;4;30240;8;
 [h('$VAR'(7),'$VAR'(5),'$VAR'(6)),i('$VAR'(9),'$VAR'(2)),g('$VAR'(7),'$VAR'(5))]; [h('$VAR'(17),'$VAR'(15),'$VAR'(12)),f(S),h('$VAR'(13),R,'$VAR'(12)),h(R,S,R),f('$VAR'(13)),i('$VAR'(15),'$VAR'(14)),h('$VAR'(12),'$VAR'(14),'$VAR'(15)),h(S,'$VAR'(16),'$VAR'(17)),f('$VAR'(11)),f('$VAR'(17)),h('$VAR'(14),'$VAR'(16),'$VAR'(16)),i(R,'$VAR'(15)),h('$VAR'(12),'$VAR'(11),'$VAR'(12))];3;13;6720;8;
 [i('$VAR'(8),'$VAR'(8)),h('$VAR'(10),'$VAR'(1),'$VAR'(5)),i('$VAR'(1),'$VAR'(5)),f('$VAR'(5)),h('$VAR'(3),'$VAR'(8),'$VAR'(6)),i('$VAR'(7),'$VAR'(7)),h('$VAR'(9),'$VAR'(7),'$VAR'(3)),f('$VAR'(6)),g('$VAR'(6),'$VAR'(4)),g('$VAR'(9),'$VAR'(6)),f('$VAR'(1)),g('$VAR'(8),'$VAR'(10)),g('$VAR'(9),'$VAR'(9)),g('$VAR'(4),'$VAR'(5)),f('$VAR'(10)),f('$VAR'(3)),i('$VAR'(5),'$VAR'(2))]; [g('$VAR'(13),'$VAR'(16)),i('$VAR'(13),'$VAR'(14)),h('$VAR'(11),'$VAR'(13),'$VAR'(11)),i('$VAR'(12),'$VAR'(15))];17;4;6720;8;
 [h('$VAR'(7),'$VAR'(8),'$VAR'(4)),g('$VAR'(9),'$VAR'(10)),g('$VAR'(6),'$VAR'(6)),g('$VAR'(3),'$VAR'(6)),f('$VAR'(1)),i('$VAR'(10),'$VAR'(1)),f('$VAR'(9)),f('$VAR'(10)),g('$VAR'(1),'$VAR'(4)),f('$VAR'(2)),g('$VAR'(2),'$VAR'(10))]; [i('$VAR'(13),'$VAR'(12)),f('$VAR'(17)),h('$VAR'(14),'$VAR'(11),'$VAR'(13)),h('$VAR'(16),'$VAR'(14),'$VAR'(15))];11;4;5040;8;
 [i('$VAR'(1),'$VAR'(6)),f('$VAR'(1)),i('$VAR'(7),'$VAR'(2)),g('$VAR'(10),'$VAR'(8)),i('$VAR'(4),'$VAR'(9)),h('$VAR'(9),'$VAR'(6),'$VAR'(9)),g('$VAR'(5),'$VAR'(9)),g('$VAR'(5),'$VAR'(8)),h('$VAR'(3),'$VAR'(2),'$VAR'(1)),g('$VAR'(7),'$VAR'(4)),i('$VAR'(7),'$VAR'(9)),f('$VAR'(8))]; [h('$VAR'(13),'$VAR'(12),'$VAR'(16)),i('$VAR'(14),'$VAR'(15)),h('$VAR'(11),'$VAR'(11),'$VAR'(17)),h('$VAR'(17),'$VAR'(16),'$VAR'(14))];12;4;5040;8;
 [g('$VAR'(10),'$VAR'(9)),g('$VAR'(7),'$VAR'(10)),g('$VAR'(8),'$VAR'(10)),i('$VAR'(2),'$VAR'(10)),f('$VAR'(4)),i('$VAR'(4),'$VAR'(7)),f('$VAR'(6)),h('$VAR'(6),'$VAR'(9),'$VAR'(8)),g('$VAR'(4),'$VAR'(1)),h('$VAR'(1),'$VAR'(2),'$VAR'(6)),g('$VAR'(8),'$VAR'(6)),h('$VAR'(7),'$VAR'(9),'$VAR'(10)),g('$VAR'(2),'$VAR'(10)),f('$VAR'(9)),h('$VAR'(5),'$VAR'(6),'$VAR'(2)),f('$VAR'(3))]; [h('$VAR'(11),'$VAR'(13),'$VAR'(14)),i('$VAR'(13),'$VAR'(12)),i('$VAR'(11),'$VAR'(14))];16;3;3024;8;
 [g('$VAR'(5),'$VAR'(8)),g('$VAR'(4),'$VAR'(3)),h('$VAR'(9),'$VAR'(10),'$VAR'(9)),i('$VAR'(9),'$VAR'(8)),f('$VAR'(3)),i('$VAR'(1),'$VAR'(8)),f('$VAR'(7))]; [h('$VAR'(13),'$VAR'(12),'$VAR'(11)),g('$VAR'(12),'$VAR'(16)),f('$VAR'(16)),i('$VAR'(11),'$VAR'(12)),g('$VAR'(14),'$VAR'(15))];7;5;2520;8;
 [i('$VAR'(4),'$VAR'(9)),f('$VAR'(10)),h('$VAR'(5),'$VAR'(10),'$VAR'(3))]; [f('$VAR'(11)),g('$VAR'(11),'$VAR'(15)),g('$VAR'(13),'$VAR'(15)),i('$VAR'(15),'$VAR'(13)),h('$VAR'(15),'$VAR'(17),'$VAR'(14)),h('$VAR'(16),'$VAR'(15),'$VAR'(14)),h('$VAR'(15),'$VAR'(17),'$VAR'(16)),g('$VAR'(12),'$VAR'(16)),h('$VAR'(16),'$VAR'(12),'$VAR'(15)),f('$VAR'(13))];3;10;2520;8;
 [f('$VAR'(9)),f('$VAR'(1)),i('$VAR'(2),'$VAR'(6)),f('$VAR'(5)),g('$VAR'(9),'$VAR'(10))]; [i('$VAR'(12),'$VAR'(13)),i(R,'$VAR'(14)),i('$VAR'(15),'$VAR'(14)),g('$VAR'(11),'$VAR'(12)),g(R,'$VAR'(17)),i('$VAR'(15),'$VAR'(16))];5;6;1680;8;
 [i('$VAR'(7),'$VAR'(7)),h('$VAR'(9),'$VAR'(8),'$VAR'(3)),f('$VAR'(8)),g('$VAR'(8),'$VAR'(8))]; [i('$VAR'(11),'$VAR'(17)),h('$VAR'(15),R,'$VAR'(12)),f('$VAR'(16)),i(R,'$VAR'(15)),i('$VAR'(15),'$VAR'(15)),i(S,S),g('$VAR'(11),'$VAR'(17)),h('$VAR'(15),'$VAR'(13),'$VAR'(11)),f('$VAR'(14))];4;9;1680;8;
 [h('$VAR'(10),'$VAR'(6),'$VAR'(6)),f('$VAR'(5)),h('$VAR'(7),'$VAR'(10),'$VAR'(10)),i('$VAR'(1),'$VAR'(2)),i('$VAR'(10),'$VAR'(9)),f('$VAR'(5)),g('$VAR'(1),'$VAR'(3))]; [g('$VAR'(15),'$VAR'(16)),g('$VAR'(14),'$VAR'(12)),i('$VAR'(11),'$VAR'(15)),h('$VAR'(13),'$VAR'(11),'$VAR'(13)),f('$VAR'(14)),i('$VAR'(13),'$VAR'(12))];7;6;720;8;
